label4d,label1d,isco_08,title,task_id,task_text,score_2023,weaviate_status,predicted_score_2025_gpt4o,prediction_justification_gpt4o,weaviate_status_gemini,predicted_score_2025_gemini,prediction_justification_gemini,score_2025,source,mean_score_2023,mean_score_2025,sd_2023,sd_2025,potential25,potential23,source_year,source_dataset
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,1,"Updating information on, employment history, salaries, performance evaluations, qualifications and training and leave taken and accumulated;",0.6,success,0.62,"The task of updating information on employment history, salaries, performance evaluations, qualifications and training, and leave taken and accumulated involves structured data management and record-keeping, which aligns well with tasks that Generative AI can automate. Similar tasks, such as ""Archiving personnel documentation"" and ""Storing and securing documentation related to employees,"" had adjusted scores of 0.585 and 0.65, respectively, highlighting the potential for automating repetitive, rule-based tasks in clerical and administrative fields. Given its similarity to these tasks, the standardized nature of updating records allows for substantial automation of repetitive data entry and management processes by AI tools, reducing the manual workload significantly. However, this task still requires human oversight for ensuring data accuracy, dealing with unique cases, and making complex evaluations. Considering the technological infrastructure in a high-income country like Poland, which supports the high usability of AI solutions, the adjusted score of 0.62 reflects the balance between high automation potential for structured elements and the need for human expertise in nuanced and exception handling aspects.",success,0.65,"The task of updating information on employment history, salaries, performance evaluations, qualifications and training, and leave taken and accumulated (ISCO-08 4416) involves several sub-tasks with varying degrees of automatability by Generative AI.  Semantically similar tasks in the provided context, such as ""Archiving personnel documentation"" (adjusted score 0.585), ""Storing and securing documentation related to employees"" (adjusted score 0.65), and ""Entering personal data and preparing documentation for concluding insurance contracts"" (adjusted score 0.6), suggest a moderate to high potential for automation.  These tasks share the common thread of structured data management and record-keeping, areas where Generative AI excels.  However, unlike purely data entry tasks, this task also involves aspects requiring human judgment, such as evaluating performance and ensuring data accuracy.  The high access to computers and the internet in Poland enhances the potential for AI-driven automation of the data entry and processing components.  Considering the balance between automatable and non-automatable aspects, and referencing the adjusted scores of similar tasks, an adjusted score of 0.65 reflects a realistic assessment of the current automation potential.  This score acknowledges the significant contribution AI can make to streamlining data management while recognizing the continued need for human oversight to ensure accuracy, compliance, and nuanced judgment.",0.635,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,2,Initiating records for newly appointed workers and checking records for completeness;,0.85,success,0.58,"The task of ""Initiating records for newly appointed workers and checking records for completeness"" involves data entry, verification, and ensuring the accuracy of information. Similar tasks, such as ""Storing and maintaining a register of found items"" with a score of 0.375, and ""Archiving personnel documentation"" with a score of 0.585, suggest that tasks involving structured data handling and record maintenance have moderate potential for automation. Generative AI can assist significantly in automating routine processes like data entry, initial checks for data completeness, and organizing records. However, human oversight is essential for ensuring data accuracy, handling inconsistencies, and complying with legal standards. Given the structured nature of the task, similar to ""Maintaining necessary documentation"" (0.45) and ""Maintaining cash records"" (0.61), the task aligns closely with moderate automation potential but requires human verification. The assumed high technological infrastructure in Poland supports further automation feasibility. Therefore, the adjusted score reflects a balance between the potential for digital tool assistance and the necessity for human intervention.",success,0.65,"The task of initiating records for newly appointed workers and checking records for completeness is highly amenable to automation by Generative AI.  The task involves structured data entry, verification, and potentially the generation of standardized documents—all areas where Generative AI excels.  This is similar to tasks like ""Maintaining a register of contractors"" (adjusted score 0.69), ""Archiving personnel documentation"" (adjusted score 0.585), and ""Entering personal data and preparing documentation for concluding insurance contracts"" (adjusted score 0.6), all of which involve managing employee-related data and documentation.  While human oversight is still necessary for accuracy, exception handling, and ensuring compliance with regulations, a significant portion of the task can be automated. The high access to technology in Poland further supports this high automation potential.  The adjusted score of 0.65 reflects this balance between automatable and non-automatable aspects, falling within the range of similar tasks and acknowledging the need for human intervention while recognizing the significant contribution AI can make to streamlining the process.",0.615,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,3,Processing applications for employment and promotions and advising applicants of results;,0.6,success,0.435,"The task of processing applications for employment and promotions includes responsibilities that can leverage generative AI for efficiency, particularly in automating routine tasks such as resume screening, data entry, and initial communication. Semantically similar tasks like ""Providing assistance in searching, undertaking and maintaining paid employment"" (score: 0.38) and ""Recruiting new employees for the company"" (score: 0.36) exhibit moderate automation potential due to the combination of data handling components and interpersonal, decision-making aspects that AI cannot fully automate. Additionally, tasks like ""Assessment of the substantive effectiveness and formal correctness of recruitment and adaptation"" have scores up to 0.575 but involve deeper analysis and organizational fit evaluation, aligning them closer to human-centric needs. 

Given the context of performing this task in a high-income country like Poland, where digital infrastructure enhances AI capabilities, the automation score is adjusted to reflect AI's potential in streamlining administrative components yet acknowledges the necessity for human oversight to ensure alignment with nuanced company culture and strategic goals. Therefore, an adjusted score of 0.435 reflects the task's partial automatability while highlighting the critical role of human judgment in application processing.",success,0.45,"The task of processing employment and promotion applications and advising applicants of results shares similarities with several tasks in the provided dataset, particularly those involving recruitment, human resources, and customer service.  Semantically similar tasks, such as ""Providing assistance in searching, undertaking and maintaining paid employment"" (score 0.38), ""Recruiting new employees"" (score 0.36), and ""Considering complaints and applications"" (score 0.375), all involve a mix of automatable and non-automatable elements.  Generative AI can automate aspects like initial screening of applications, generating standardized responses, and scheduling interviews. However, these tasks also require human judgment, empathy, and nuanced communication to assess candidates, handle complex situations, and provide personalized feedback.  The higher scores observed in tasks involving data analysis and report generation (e.g., ""Preparing reports"" - score 0.7) suggest that the data-processing aspects of the task are highly automatable.  Considering the balance between automatable (data processing, standardized responses) and non-automatable (candidate assessment, personalized communication) elements, and the availability of technology in Poland, an adjusted score of 0.45 reflects a moderate level of automation potential.  This score acknowledges AI's capacity to streamline certain processes while recognizing the continued need for human expertise in the more nuanced aspects of the task.",0.4425,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,4,Receiving and answering inquiries about employment entitlements and conditions;,0.6,success,0.5,"The task of receiving and answering inquiries about employment entitlements and conditions involves providing information and addressing questions, a function where Generative AI can offer significant support. Similar tasks, such as ""Providing assistance in searching, undertaking and maintaining paid employment"" with an adjusted score of 0.38 and ""Informing temporary employees about their rights and obligations"" at 0.45, reflect the potential for automation in tasks that involve disseminating information and answering routine inquiries. Additionally, the task ""Responding to user inquiries"" in a website editor role with an automation score of 0.69 shows the potential for AI to handle queries and data-driven responses effectively. However, handling complex or sensitive inquiries requires human judgment and understanding, similar to the limitations noted in tasks involving nuanced legal interpretation or personal engagement. Considering Poland's high internet penetration and widespread technology access, AI can automate structured and routine elements of the task, but nuanced and individualized inquiries will still require human oversight. Thus, a balanced automation score of 0.50 reflects the role AI can play in automating a substantial portion of the inquiry management while acknowledging the necessity for human interaction in achieving nuance and context-specific understanding.",success,0.55,"The task of receiving and answering inquiries about employment entitlements and conditions (ISCO-08 4416) shares similarities with several tasks in the provided dataset, particularly those involving information provision and legal interpretation.  Similar tasks, such as ""Informing temporary employees about their rights and obligations"" (adjusted score 0.45) and ""Providing information about the terms of services performed by the post office"" (adjusted score 0.54), demonstrate a range of automation potential depending on the complexity of the information and the level of human interaction required.  The task at hand likely falls within this range.  While Generative AI can effectively access and process information related to employment entitlements and conditions, and even generate initial responses to common queries, the need for nuanced legal interpretation, personalized advice, and handling of complex or unusual situations necessitates human oversight.  The high access to technology in Poland enhances the potential for AI assistance in information retrieval and response generation, but the need for human expertise in legal interpretation and personalized communication justifies a score slightly above the lower end of the range of similar tasks (0.45) but below the higher end (0.54).  A score of 0.55 reflects this balance, acknowledging AI's potential to significantly assist but not fully automate this task.",0.525,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,5,Sending out job applications and announcements of job openings and job examinations;,0.8,success,0.715,"The task of sending out job applications and announcements of job openings and job examinations involves structured data processing and repetitive tasks, which align well with Generative AI capabilities. AI can automate drafting, formatting, and sending out these communications, similar to the task of ""Issuing sales invoices"" (score: 0.68) or ""Entering and processing information in textual, numerical, etc., collections"" (score: 0.7). These tasks involve creating standardized documents and processing structured information, a core strength of AI. However, human oversight is necessary for ensuring accuracy, customization, and addressing unique situations that AI might not fully handle. Furthermore, in a high-income country like Poland, where digital infrastructure supports advanced technological adoption, AI's efficiency in automating the routine aspects of these tasks is enhanced. Therefore, considering AI's significant role in streamlining these tasks and the continued need for some level of human oversight, an adjusted automation score of 0.715 reflects the high potential for automation while acknowledging the invaluable nuances brought by human intervention.",success,0.65,"The task of sending out job applications and announcements of job openings and job examinations involves several sub-tasks with varying degrees of automatability by Generative AI.  The creation and formatting of job announcements and application materials are highly amenable to automation, given Generative AI's capabilities in text generation and formatting.  This aspect aligns with tasks like ""Preparing commercial offers"" (adjusted score 0.68) and ""Preparing reports"" (adjusted score 0.7), which involve generating structured text outputs.  The process of sending out these materials electronically can also be largely automated through email marketing tools and other digital platforms.  However, aspects like tailoring job announcements to specific audiences, managing applications, and conducting initial screening may require more human oversight, similar to tasks like ""Recruiting new employees"" (adjusted scores ranging from 0.29 to 0.36), which involve nuanced judgment and human interaction.  The overall automation potential is therefore high for the text generation and distribution aspects, but lower for the more human-centric aspects of application management and candidate screening.  Considering the high access to technology in Poland, the adjusted score of 0.65 reflects a balance between the highly automatable aspects of content creation and distribution and the less automatable aspects of application management and initial screening.  This score falls within the range of similar tasks in the provided context, reflecting the partial automation potential of this task.",0.6825,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,6,"Maintaining and updating manual and computerized filing and registration systems, and compiling and preparing reports and documents relating to personnel activities;",0.6,success,0.67,"Maintaining and updating filing and registration systems, whether manual or computerized, involves tasks that are largely routine and data-centric, making them amenable to automation by Generative AI. AI tools can efficiently handle data entry, organization, and preliminary analysis, similar to ""Maintaining a register of contractors"" (score 0.69) and ""Entering and processing information in textual, numerical collections"" (score 0.7), both of which reflect a high potential for automation due to their structured and repetitive nature. However, human oversight remains necessary for ensuring data accuracy, addressing exceptions, and providing the nuanced judgment that AI cannot fully replicate, especially in high-stakes contexts like personnel documentation. Given these factors and the advanced technological environment in a high-income country like Poland, where digital infrastructure supports the integration of AI into clerical tasks, a score of 0.67 reflects the balance between AI's capabilities in automating routine aspects and the need for human intervention in complex or sensitive situations. This score takes into account that while substantial automation is feasible, complete reliance on AI without human oversight is not practical.",success,0.65,"The task of maintaining and updating manual and computerized filing and registration systems, and compiling and preparing reports and documents relating to personnel activities (ISCO-08 4416) involves a mix of manual and digital operations.  The manual aspects, such as physical filing (if any remains), are not easily automatable by Generative AI. However, the digital aspects, such as updating computerized systems and preparing reports, are highly amenable to automation.  

Several semantically similar tasks in the provided context received adjusted scores reflecting a high degree of automation potential.  For example, ""Archiving personnel documentation"" (adjusted score 0.585), ""Storing and securing documentation related to employees"" (adjusted score 0.65), and ""Maintaining a register of contractors"" (adjusted score 0.69) all involve managing and updating records, similar to the target task.  These tasks highlight the potential for Generative AI to automate data entry, organization, and report generation.

The high access to computers and the internet in Poland further supports the potential for automation.  While some aspects, such as ensuring data accuracy and handling exceptions, will still require human oversight, a significant portion of the task can be automated.  Considering the adjusted scores of similar tasks and the capabilities of Generative AI, an adjusted score of 0.65 reflects a balance between the automatable and non-automatable components of the task.",0.66,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4416 - Personnel Clerks,4 - Clerical support workers,4416,Personnel Clerks,7,Storing and retrieving personnel records and files on request.,0.9,success,0.6,"The task of storing and retrieving personnel records and files shares significant overlap with tasks that involve routine data management and organization, such as maintaining and storing patient health records, archiving personnel documentation, and electronically handling documentation from completed cases. Similar tasks in the provided context indicated moderate to high potential for automation through AI, reflecting the structured and repetitive nature of such tasks. For instance, maintaining patient health records adjusted to 0.575, archiving personnel documentation to 0.585, and taking over electronic documentation to 0.68. Given AI's strengths in automating data entry, organization, and retrieval processes, the task is highly suitable for AI assistance, especially in Poland's tech-equipped environment. However, human oversight remains essential for ensuring compliance with privacy regulations, handling exceptions, and making contextual decisions. Thus, an adjusted score of 0.6 reflects the balance between AI's significant automation potential and the continued necessity for human involvement in more nuanced aspects of personnel records management.",success,0.75,"The task of storing and retrieving personnel records and files on request is highly amenable to automation by Generative AI, particularly given the common access to computers and internet in Poland.  Several semantically similar tasks in the provided data, such as ""Archiving personnel documentation"" (adjusted scores ranging from 0.585 to 0.65), ""Maintaining customer and contractor files"" (adjusted scores around 0.415), and ""Maintaining a register of contractors"" (adjusted score 0.69), all demonstrate the potential for AI to automate aspects of record management.  While these tasks involve some degree of human oversight for accuracy, compliance, and handling exceptions, the core functions of storing and retrieving files are highly automatable.  The higher end of the adjusted scores for these similar tasks, coupled with the assumption of a digitally advanced environment, suggests a higher automation potential than the lower scores.  The task is less complex than those requiring significant human judgment or interaction, and more akin to tasks like ""Entering and processing information"" (adjusted score 0.7) or ""Managing and storing documentation"" (adjusted score 0.575), which have higher automation scores.  Therefore, an adjusted score of 0.75 reflects the significant potential for automation, acknowledging the need for some human oversight but emphasizing the substantial contribution AI can make to this task.",0.675,predicted,0.71,0.6,0.14,0.09,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4419 - Clerical Support Workers Not Elsewhere Classified,4 - Clerical support workers,4419,Clerical Support Workers Not Elsewhere Classified,1,"Receiving customers' orders for classified advertising, writing and editing copy, calculating advertising rates and billing customers;",0.7,success,0.583,"The task of receiving customers' orders for classified advertising, writing and editing copy, calculating advertising rates, and billing customers consists of several components that have varying degrees of automation potential through Generative AI. The task is semantically similar to tasks involving clerical support and content generation, such as ""Preparing internal investment ratings"" (adjusted score: 0.6585) and ""Conducting promotions and marketing of postal services"" (adjusted score: 0.62). Like these tasks, the advertising task involves data handling, customer interaction, and creative elements, parts of which can be significantly automated by AI tools that process orders, generate text, and perform calculations.

However, human oversight is crucial for crafting persuasive ad copy that aligns with client goals, handling nuanced customer requests, and ensuring rates are fairly calculated and billed. The scores of similar clerical and sales-related tasks ranged from moderate to high levels of automation potential, given the involvement of repetitive data processing coupled with human-centric elements that require judgment and creativity. Therefore, considering AI's capability to streamline substantial portions of the task in a digitally advanced context such as Poland, an adjusted score of 0.583 reflects both the strong potential for automation of certain elements, like order processing and rate calculations, and the necessity for human involvement in others, like content creation and customer-specific interactions.",success,0.75,"The task of receiving customers' orders for classified advertising, writing and editing copy, calculating advertising rates, and billing customers has a high potential for automation using Generative AI.  Several semantically similar tasks in the provided context received high adjusted automation scores.  For example, ""Executing orders placed by clients in terms of conducting cash and non-cash operations"" received a score of 0.62, reflecting the automatability of data entry, transaction processing, and report generation.  ""Preparing commercial offers in the field of logistic services provision and preparing the logistics process"" received a score of 0.7, highlighting the potential for AI to generate text, analyze data, and optimize processes.  ""Comprehensive handling of customer service over the phone in the field of sales"" received a score of 0.68, demonstrating AI's ability to provide scripted responses and handle routine inquiries.  While human oversight is still needed for complex issues, nuanced communication, and strategic decision-making, Generative AI can significantly automate the routine aspects of these tasks, such as drafting advertisements, calculating rates, and generating invoices.  The high access to computers and the internet in Poland further enhances the potential for automation.  Considering these factors and the capabilities of Generative AI, an adjusted score of 0.75 reflects a high degree of automation potential, acknowledging the need for human oversight in complex or exceptional situations but recognizing the substantial contribution AI can make to this task.",0.6665,predicted,0.72,0.63,0.1,0.03,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4419 - Clerical Support Workers Not Elsewhere Classified,4 - Clerical support workers,4419,Clerical Support Workers Not Elsewhere Classified,2,"Writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints;",0.75,success,0.59,"The task of writing business and government correspondence, such as replies to requests for information and assistance, damage claims, credit, billing inquiries, and service complaints, shares similarities with tasks involving generating and managing office correspondence, as well as issuing certificates and managing documentation. These tasks had adjusted scores within the range of 0.55 to 0.62, reflecting moderate to high automation potential due to the structured nature of the correspondence and inherent predictability, areas where Generative AI excels. However, the unique requirement for understanding context, adhering to specific protocols, and ensuring a respectful and formal tone in governmental communications necessitates human oversight to maintain accuracy, legality, and nuanced understanding. Given the task's context in a high-income country with strong digital capabilities like Poland, the automation score of 0.59 is appropriate. This reflects substantial automation potential with Generative AI handling drafting and routine responses while maintaining space for human intervention in personalized or complex cases, aligning well with the scores seen in similar correspondence management tasks.",success,0.65,"The task of writing business and government correspondence involves drafting replies, claims, inquiries, and complaints.  This is a text-based task highly amenable to Generative AI's capabilities in natural language processing.  Similar tasks in the provided context, such as ""Preparing loan documents and managing correspondence related to the servicing of the granted loan"" (adjusted score 0.5) and ""Preparing and managing office correspondence"" (adjusted score 0.6), show a moderate to high potential for automation.  While human oversight is needed for complex cases or nuanced communication, the routine aspects of drafting standard responses and managing correspondence can be significantly automated.  The high access to technology in Poland further supports this higher automation potential.  The adjusted score of 0.65 reflects the significant automation potential while acknowledging the need for human review and intervention in complex or sensitive situations.  This score falls between the scores of similar tasks, reflecting the balance between AI capabilities and the need for human expertise.",0.62,predicted,0.72,0.63,0.1,0.03,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4419 - Clerical Support Workers Not Elsewhere Classified,4 - Clerical support workers,4419,Clerical Support Workers Not Elsewhere Classified,3,"Assisting in the preparation of periodicals, advertisements, catalogues, directories and other material for publication;",0.6,success,0.57,"The task of assisting in the preparation of periodicals, advertisements, catalogues, directories, and other material for publication involves a significant amount of content organization, formatting, and potentially initial content generation, which are well within the capabilities of Generative AI. Comparing this task to semantically similar tasks, such as preparing and managing office correspondence (0.60), and preparing printed materials for students or course attendees (0.46), this task shares many similar structured elements that can be effectively handled by AI, such as drafting text and ensuring adherence to publishing standards. However, the creative and contextual aspects, such as tailoring content for specific audiences or ensuring the creative integrity of advertisements and periodicals, require human expertise. Therefore, considering the balance between the routine, structurally repetitive tasks amenable to AI automation and the creative judgment needed, an adjusted score of 0.57 reflects this nuanced assessment. Access to advanced digital tools in a technologically developed country like Poland further supports a moderately high automation potential.",success,0.65,"The task of assisting in the preparation of periodicals, advertisements, catalogues, directories, and other material for publication involves several sub-tasks with varying degrees of automatability by Generative AI.  The preparation of digital materials for publication (adjusted score 0.67) is highly relevant, as is preparing digital materials using software like Adobe products (adjusted score 0.675).  These tasks highlight the potential for AI to automate aspects of content creation, formatting, and design.  However, the task also includes elements requiring human judgment and creativity, such as ensuring accuracy, maintaining editorial voice, and adapting to specific client needs.  This is similar to developing concepts for new design solutions (adjusted score 0.665), which involves a balance between AI-assisted generation and human expertise.  The task is less automatable than tasks involving purely data processing and analysis (e.g., analyzing algorithms, score 0.77), but more automatable than tasks requiring significant physical interaction or specialized skills (e.g., preparing chainsaws, score 0.025).  Considering the high access to technology in Poland, the potential for AI to assist in automating routine tasks within the overall process is significant, leading to an adjusted score of 0.65.  This reflects a substantial automation potential while acknowledging the continued need for human oversight and creative input.",0.61,predicted,0.72,0.63,0.1,0.03,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
4419 - Clerical Support Workers Not Elsewhere Classified,4 - Clerical support workers,4419,Clerical Support Workers Not Elsewhere Classified,4,"Reading newspapers, magazines, press releases and other publications to locate and file articles of interest to staff and clients.",0.85,success,0.58,"The task of reading newspapers, magazines, press releases, and other publications to locate and file articles of interest is similar to tasks involving data gathering, analysis, and curation seen in tasks such as ""Analyzing the efficiency of forwarding services"" with an adjusted score of 0.655 and ""Preparing digital materials for publication in the media"" at 0.6727272727. Generative AI can significantly support automation in this task by efficiently scanning text, recognizing patterns, and categorizing articles based on predefined criteria. This capability aligns with AI's strengths in handling repetitive, data-driven tasks and organizing large volumes of information. However, the need for human oversight remains crucial where nuanced judgments regarding the relevance and context-specific interests of the articles are necessary, akin to ""Evaluating the impression and interest that the product has aroused among a specific age sample"" with an adjusted score of 0.68. Given the technological landscape of a high-income country like Poland, with advanced access to digital tools, this task can leverage AI for a significant portion of the work. The adjusted score of 0.58 reflects the balance of AI's potential to automate routine tasks while acknowledging the human element needed for critical judgment and interpretation.",success,0.65,"The task of reading publications to locate and file articles of interest involves information retrieval, categorization, and organization—functions well-suited to Generative AI's capabilities in natural language processing and data management.  The provided examples show that tasks involving document processing and information retrieval, such as ""Preparing and delivering papers, notices, and scientific and popular science reports"" (adjusted score 0.45), ""Developing technical collections"" (adjusted score 0.5), and ""Transferring paper documentation to electronic media"" (adjusted score 0.445), have moderate automation potential.  However, unlike purely data-entry tasks, this task requires some level of human judgment in identifying relevant articles and ensuring accurate filing.  Considering the high access to technology in Poland, Generative AI could significantly automate the initial stages of article identification and categorization through keyword searches and topic analysis.  Human oversight would still be necessary for complex or ambiguous cases, and for ensuring the accuracy and completeness of the filing system.  Therefore, an adjusted score of 0.65 reflects the significant automation potential while acknowledging the need for human judgment and oversight.  This score is higher than the semantically similar tasks because the core function is information processing, which is a strength of Generative AI, unlike tasks requiring physical interaction or nuanced human judgment.",0.615,predicted,0.72,0.63,0.1,0.03,Exposed: Gradient 4,Automation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
5111 - Travel Attendants and Travel Stewards,5 - Service and sales workers,5111,Travel Attendants and Travel Stewards,1,"Greeting passengers entering aircraft or ships, checking tickets or boarding passes, and directing them to their seats or berths;",0.65,success,0.18,"The task involves greeting passengers, checking tickets, and directing them to their seats, which involves significant physical presence, interpersonal interaction, and immediate decision-making—areas where current Generative AI capabilities are limited. Tasks requiring similar human interaction, situational awareness, and physical presence, such as assisting with boarding or managing passenger interactions, have low automation scores. For example, tasks like ""Assisting passengers in boarding and disembarking"" received a low adjusted score due to the physical and interactional demands that AI cannot fulfill. Additionally, tasks involving physical interaction and human judgment, such as ""Collecting payments from passengers and settling disputes"" or ""Issuing passes"", reflect the partial role AI plays, often handling routine information processing but not the interpersonal aspects. Given these considerations and the context of a high-income country like Poland, where technological infrastructure supports AI's implementation for certain tasks, but acknowledging the human skills required, the adjusted score of 0.18 reflects the limited potential for AI automation in this predominantly human-centric role.",success,0.35,"The task of greeting passengers, checking boarding passes, and directing them to their seats involves a blend of human interaction and structured data processing.  While Generative AI cannot physically interact with passengers or handle luggage, it could potentially automate aspects such as providing information (e.g., gate numbers, seat locations) through digital displays or chatbots, similar to the ""providing information to travelers"" task (score 0.565).  However, the significant human interaction element—greeting passengers, addressing individual needs, and handling unexpected situations—limits the potential for full automation.  The tasks of ""handling port customs clearance and official guests"" (score 0.2) and ""conducting onboard sales"" (score 0.4) provide relevant comparisons, highlighting the balance between automatable information provision and the irreplaceable human element in passenger service.  Considering the high access to technology in Poland, the potential for AI-assisted information provision is higher than in contexts with limited digital infrastructure, justifying a score above the lower-end tasks but below the higher-end tasks involving primarily information provision.  A score of 0.35 reflects this balance, acknowledging the potential for AI assistance in information delivery while recognizing the significant human interaction component that remains essential.",0.265,predicted,0.31,0.22,0.24,0.1,Not Exposed,Augmentation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
5111 - Travel Attendants and Travel Stewards,5 - Service and sales workers,5111,Travel Attendants and Travel Stewards,2,"Announcing, explaining and demonstrating safety and emergency procedures, such as the use of oxygen masks, seat belts, and life jackets;",0.8,success,0.3,"The task of announcing, explaining, and demonstrating safety and emergency procedures is inherently human-centric, akin to other tasks involving real-time communication, human interaction, and the ability to respond to dynamic situations. Tasks such as ""Providing first aid"" (0.09) and ""Performing rescue operations"" (0.265) illustrate the low automation potential in contexts that require immediate human presence and decision-making. Although Generative AI can assist by supplying information, generating scripts, or simulating scenarios, essential elements like empathy, adaptability, and authority in high-pressure situations cannot be replaced. Moreover, tasks involving teaching or providing safety information, such as ""Educating about road risks"" (0.34), highlight the need for interpersonal communication skills that AI lacks. Given that access to technology in Poland is widespread, AI can play a supportive role, but the fundamental nature of the task requires significant human involvement, justifying a moderate automation potential. This is reflected in the adjusted score of 0.3, balancing AI's ability to aid in routine informational tasks with the task's critical reliance on human capabilities.",success,0.15,"The task of announcing, explaining, and demonstrating safety and emergency procedures (e.g., oxygen masks, seatbelts, life jackets) shares similarities with several tasks in the provided dataset, particularly those involving instruction, safety training, and emergency response.  Semantically similar tasks, such as ""Educating about the importance of avoiding road risk"" (adjusted score 0.34-0.38), ""Teaching children the rules of road traffic"" (adjusted score 0.3-0.325), and ""Providing first aid"" (adjusted score 0.09-0.08), all involve conveying information and potentially demonstrating procedures. However, unlike the road safety education task, which has a higher adjusted score due to the potential for AI-generated educational materials, this task requires more direct demonstration and potentially hands-on interaction with safety equipment.  The first aid task, with its much lower score, highlights the limitations of AI in handling real-time, potentially life-threatening situations.  While Generative AI could potentially create training materials or scripts for explaining procedures, the hands-on demonstration and the need for immediate, adaptive responses in emergency situations limit the automation potential.  The adjusted scores of tasks involving safety and emergency procedures (ranging from 0.09 to 0.38) suggest a low automation score, particularly considering the need for physical demonstration and real-time interaction.  Therefore, an adjusted score of 0.15 reflects the limited potential for automation, acknowledging AI's potential role in creating training materials but emphasizing the irreplaceable human element in demonstrating procedures and responding to emergencies.  The high internet penetration in Poland is relevant to the creation of training materials but does not significantly impact the hands-on aspects of the task.",0.225,predicted,0.31,0.22,0.24,0.1,Not Exposed,Augmentation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
5111 - Travel Attendants and Travel Stewards,5 - Service and sales workers,5111,Travel Attendants and Travel Stewards,3,Assembling and serving pre-prepared meals and  beverages;,0.1,success,0.13,"The task of assembling and serving pre-prepared meals and beverages involves physical activities such as handling and serving food, which are beyond the current capabilities of Generative AI. Similar tasks like cooling, cutting, serving ready-made bread scored lower at 0.1 due to their manual nature. However, generative AI could assist in certain aspects such as optimizing serving schedules or suggesting layout ideas, akin to tasks like collecting raw materials for culinary production (score 0.13125). Given the reliance on human dexterity and real-time decision-making necessary for this task, along with potential AI assistance in logistical planning or menu coordination in a well-connected environment like Poland, the adjusted score reflects a low automation potential while considering the physical element and minimal automation ability in similar service-oriented tasks.",success,0.2,"The task of assembling and serving pre-prepared meals and beverages (ISCO-08 5111) involves a mix of physical actions (assembling, serving) and potentially some logistical planning (managing orders, ensuring sufficient supplies).  The provided context shows that tasks heavily reliant on physical dexterity and real-time interaction with the environment receive very low automation scores (e.g., preparing chainsaws, assisting children with dressing, weeding).  Conversely, tasks involving data analysis and structured information processing receive high scores (e.g., diagnosing teleinformation networks, analyzing algorithms).

Semantically similar tasks in the provided dataset, such as ""Preparing and serving night meals,"" ""Decorating, displaying and advertising dishes,"" ""Preparing the hall for customer service,"" and others related to food service and preparation, received adjusted scores ranging from 0.095 to 0.3. These scores reflect the balance between automatable aspects (e.g., menu planning, inventory management) and the predominantly manual and interactive nature of the work.

While Generative AI could potentially assist with aspects like menu planning, optimizing inventory, or generating order summaries, the core tasks of assembling and serving meals remain heavily reliant on physical actions and real-time adaptation to customer needs and unforeseen circumstances.  The high access to technology in Poland might enhance the use of AI for inventory management or order processing, but it cannot replace the human element in the physical handling of food and beverages and direct customer interaction.

Considering the predominantly manual nature of the task and the adjusted scores of semantically similar tasks, an adjusted automation score of 0.2 reflects a moderate potential for AI assistance in supporting, but not replacing, human workers in this role.  The score is higher than those tasks involving purely physical labor but lower than those with a stronger data-driven or managerial component.",0.165,predicted,0.31,0.22,0.24,0.1,Not Exposed,Augmentation Potential,2025,Gmyrek et al. 2025 ISCO-08 final scores
